    5.87	-63.677	-66.122	-67.558
    5.88	-63.677	-66.123	-67.560
    5.89	-63.676	-66.124	-67.561
    5.90	-63.676	-66.125	-67.563
    5.91	-63.676	-66.126	-67.565
    5.92	-63.675	-66.128	-67.566
    5.93	-63.675	-66.129	-67.568
    5.94	-63.675	-66.130	-67.570
    5.95	-63.674	-66.130	-67.571
    5.96	-63.674	-66.131	-67.573
    5.97	-63.674	-66.132	-67.574
    5.98	-63.673	-66.133	-67.576
    5.99	-63.673	-66.134	-67.577
    6.00	-63.672	-66.135	-67.579
    6.01	-63.672	-66.136	-67.581
    6.02	-63.671	-66.137	-67.582
    6.03	-63.671	-66.138	-67.584
    6.04	-63.671	-66.139	-67.585
    6.05	-63.670	-66.140	-67.586
    6.06	-63.670	-66.141	-67.588
    6.07	-63.669	-66.141	-67.589
    6.08	-63.669	-66.142	-67.591
    6.09	-63.668	-66.143	-67.592
    6.10	-63.668	-66.144	-67.594
    6.11	-63.667	-66.145	-67.595
    6.12	-63.667	-66.146	-67.596
    6.13	-63.666	-66.146	-67.598
    6.14	-63.666	-66.147	-67.599
    6.15	-63.665	-66.148	-67.600
    6.16	-63.664	-66.149	-67.602
    6.17	-63.664	-66.149	-67.603
    6.18	-63.663	-66.150	-67.604
    6.19	-63.663	-66.151	-67.606
    6.20	-63.662	-66.151	-67.607
    6.21	-63.662	-66.152	-67.608
    6.22	-63.661	-66.153	-67.610
    6.23	-63.660	-66.154	-67.611
    6.24	-63.660	-66.154	-67.612
    6.25	-63.659	-66.155	-67.613
    6.26	-63.659	-66.156	-67.615
    6.27	-63.658	-66.156	-67.616
    6.28	-63.657	-66.157	-67.617
    6.29	-63.657	-66.157	-67.618
    6.30	-63.656	-66.158	-67.619
    6.31	-63.655	-66.159	-67.620
    6.32	-63.655	-66.159	-67.622
    6.33	-63.654	-66.160	-67.623
    6.34	-63.653	-66.160	-67.624
    6.35	-63.653	-66.161	-67.625
    6.36	-63.652	-66.161	-67.626
    6.37	-63.651	-66.162	-67.627
    6.38	-63.650	-66.163	-67.628
    6.39	-63.650	-66.163	-67.629
    6.40	-63.649	-66.164	-67.630
    6.41	-63.648	-66.164	-67.631
    6.42	-63.647	-66.165	-67.632
    6.43	-63.647	-66.165	-67.634
    6.44	-63.646	-66.166	-67.635
    6.45	-63.645	-66.166	-67.636
    6.46	-63.644	-66.166	-67.637
    6.47	-63.644	-66.167	-67.638
    6.48	-63.643	-66.167	-67.639
    6.49	-63.642	-66.168	-67.639
    6.50	-63.641	-66.168	-67.640
    6.51	-63.640	-66.169	-67.641
    6.52	-63.640	-66.169	-67.642
    6.53	-63.639	-66.169	-67.643
    6.54	-63.638	-66.170	-67.644
    6.55	-63.637	-66.170	-67.645
    6.56	-63.636	-66.171	-67.646
    6.57	-63.635	-66.171	-67.647
    6.58	-63.634	-66.171	-67.648
    6.59	-63.634	-66.172	-67.649
    6.60	-63.633	-66.172	-67.649
    6.61	-63.632	-66.172	-67.650
    6.62	-63.631	-66.173	-67.651
    6.63	-63.630	-66.173	-67.652
    6.64	-63.629	-66.173	-67.653
    6.65	-63.628	-66.173	-67.654
    6.66	-63.627	-66.174	-67.654
    6.67	-63.626	-66.174	-67.655
    6.68	-63.625	-66.174	-67.656
    6.69	-63.625	-66.174	-67.657
    6.70	-63.624	-66.175	-67.658
    6.71	-63.623	-66.175	-67.658
    6.72	-63.622	-66.175	-67.659
    6.73	-63.621	-66.175	-67.660
    6.74	-63.620	-66.176	-67.661
    6.75	-63.619	-66.176	-67.661
    6.76	-63.618	-66.176	-67.662
    6.77	-63.617	-66.176	-67.663
    6.78	-63.616	-66.176	-67.663
    6.79	-63.615	-66.177	-67.664
    6.80	-63.614	-66.177	-67.665
    6.81	-63.613	-66.177	-67.665
    6.82	-63.612	-66.177	-67.666
    6.83	-63.611	-66.177	-67.667
    6.84	-63.610	-66.177	-67.667
    6.85	-63.609	-66.177	-67.668
    6.86	-63.608	-66.177	-67.669
    6.87	-63.607	-66.178	-67.669
    6.88	-63.606	-66.178	-67.670
    6.89	-63.604	-66.178	-67.670
    6.90	-63.603	-66.178	-67.671
    6.91	-63.602	-66.178	-67.671
    6.92	-63.601	-66.178	-67.672
    6.93	-63.600	-66.178	-67.673
    6.94	-63.599	-66.178	-67.673
    6.95	-63.598	-66.178	-67.674
    6.96	-63.597	-66.178	-67.674
    6.97	-63.596	-66.178	-67.675
    6.98	-63.595	-66.178	-67.675
